class_name,image_path,split
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\7567.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\10005.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\3298.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\6148.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\7671.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\val\424.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\4607.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\10026.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\5410.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\10671.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\8757.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\1471.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\544.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\10360.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\1300.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\1176.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\538.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\2438.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\7806.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\test\126.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\val\197.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\6515.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\7047.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\test\388.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\val\401.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\7112.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\9605.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\8574.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\9003.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\7209.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\8027.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\10750.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\2216.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\6343.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\8620.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\3783.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\381.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\7386.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\2736.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\10399.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\7129.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\1915.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\8541.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\4281.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\8219.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\6664.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\val\79.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\4791.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\4409.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\7985.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\6222.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\7830.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\5633.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\3221.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\3440.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\915.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\test\10.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\2825.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\10081.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\5068.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\8964.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\3476.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\3528.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\994.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\7452.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\5385.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\4108.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\3736.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\881.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\test\412.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\4447.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\9150.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\8695.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\5292.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\1490.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\1155.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\2487.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\2686.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\8424.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\8145.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\7604.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\3911.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\1054.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\7329.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\test\349.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\test\247.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\test\0.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\1364.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\1105.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\4149.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\8989.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\2148.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\3167.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\644.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\8096.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\4541.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\5160.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\399.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\7217.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\7516.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\218.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\2011.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\3449.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\6411.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\1088.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\2051.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\6292.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\1355.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\1148.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\2935.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\test\373.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\3849.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\6083.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\4638.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\1205.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\3506.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\6250.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\2622.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\2359.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\9414.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\8804.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\4972.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\8858.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\1183.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\2493.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\test\246.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\8302.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\7572.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\1870.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\10281.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\1809.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\4238.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\6503.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\1273.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\5609.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\10112.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\6239.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\7215.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\5775.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\277.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\4464.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\2554.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\2987.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\481.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\1840.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\1966.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\5600.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\3160.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\6019.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\8607.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\1568.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\4994.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\209.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\973.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\10262.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\9665.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\10484.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\8999.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\1722.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\6630.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\test\177.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\7514.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\2861.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\9138.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\test\250.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\test\123.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\5569.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\4048.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\4976.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\6414.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\10001.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\2251.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\7515.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\3723.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\3319.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\995.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\6872.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\8362.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\7233.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\906.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\6926.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\760.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\8992.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\5388.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\test\325.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\6721.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\886.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\5866.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\7419.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\7232.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\7911.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\9134.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\232.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\8111.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\9326.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\4378.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\2597.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\3011.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\6247.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\2888.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\6063.jpeg,train
saree,R:\Educational Learning\Assessment Project\indian-ethnic-clothing-classification\data\raw\indofashion_dataset\images\train\2998.jpeg,train
